"Time","LSE-01","LSE-02","LSE-03","LSE-04","LSE-05","LSE-06","LSE-07","LSE-08","LSE-09","LSE-10","LSE-11","LSE-12","LSE-13","LSE-14","LSE-15","LSE-16","LSE-17","LSE-18","LSE-19","LSE-20","LSE-21","LSE-22","LSE-23","LSE-24","LSE-25","LSE-26","LSE-27","LSE-28","LSE-29","LSE-30"
2022-05-19 00:37:35,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:37:52,,,,,,,,,,,,,,,,,,,,,,5.18,,,,,,,,
2022-05-19 00:38:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,4.97
2022-05-19 00:38:55,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:39:18,,,,,,,,,,,,,,,,,4.88,,,,,,,,,,,,,
2022-05-19 00:39:37,,,,,,,,,,,,,,5.08,,,,,,,,,,,,,,,,
2022-05-19 00:40:14,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:41:34,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,,
2022-05-19 00:41:47,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,
2022-05-19 00:41:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,,
2022-05-19 00:42:28,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:43:05,,,,,,,,,,,,3.91,,,,,,,,,,,,,,,,,,
2022-05-19 00:43:17,,,,,,5.10,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:43:23,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,
2022-05-19 00:45:16,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:45:40,,,,,,,,,,,,,,,4.48,,,,,,,,,,,,,,,
2022-05-19 00:47:29,,,,,,,4.73,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:47:37,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:48:06,,,,,,,,,,,,,,,,3.43,,,,,,,,,,,,,,
2022-05-19 00:48:08,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:48:16,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,
2022-05-19 00:49:18,,,,,,,,,,,,,,,,,,,,4.29,,,,,,,,,,
2022-05-19 00:49:21,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,,,
2022-05-19 00:53:16,,,,,,,,,,,,,,,,,,4.73,,,,,,,,,,,,
2022-05-19 00:53:36,,,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,,
2022-05-19 00:54:04,,,,,,,,,,,,,,,,,,,,,,,,,4.74,,,,,
2022-05-19 00:56:13,,,,,,,,,,,,,,,,,,,,,4.95,,,,,,,,,
2022-05-19 00:56:43,,,,,,,,,,,,,,,,,,,,,,,,4.59,,,,,,
2022-05-19 00:56:51,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:57:34,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:57:51,,,,,,,,,,,,,,,,,,,,,,5.17,,,,,,,,
2022-05-19 00:58:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,4.96
2022-05-19 00:58:55,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 00:59:18,,,,,,,,,,,,,,,,,4.86,,,,,,,,,,,,,
2022-05-19 00:59:37,,,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,
2022-05-19 01:00:14,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:01:34,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,,
2022-05-19 01:01:47,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,
2022-05-19 01:01:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,,
2022-05-19 01:02:28,,,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:03:05,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,
2022-05-19 01:03:17,,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:03:23,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,
2022-05-19 01:05:16,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:05:40,,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,,,
2022-05-19 01:07:29,,,,,,,4.70,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:07:37,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:08:06,,,,,,,,,,,,,,,,3.42,,,,,,,,,,,,,,
2022-05-19 01:08:08,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:08:16,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,
2022-05-19 01:09:18,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,,
2022-05-19 01:09:21,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,,,
2022-05-19 01:13:16,,,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,
2022-05-19 01:13:36,,,,,,,,,,,,,,,,,,,,,,,3.96,,,,,,,
2022-05-19 01:14:03,,,,,,,,,,,,,,,,,,,,,,,,,4.71,,,,,
2022-05-19 01:16:13,,,,,,,,,,,,,,,,,,,,,4.91,,,,,,,,,
2022-05-19 01:16:43,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,,,,
2022-05-19 01:16:51,,,,,,,,,,4.54,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:17:34,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:17:52,,,,,,,,,,,,,,,,,,,,,,5.15,,,,,,,,
2022-05-19 01:18:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,4.97
2022-05-19 01:18:55,,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:19:18,,,,,,,,,,,,,,,,,4.84,,,,,,,,,,,,,
2022-05-19 01:19:37,,,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,
2022-05-19 01:20:14,,,,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:21:34,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,,
2022-05-19 01:21:47,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,
2022-05-19 01:21:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,,
2022-05-19 01:22:28,,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:23:05,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,
2022-05-19 01:23:17,,,,,,5.03,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:23:23,,,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,,
2022-05-19 01:25:16,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:25:40,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,
2022-05-19 01:27:29,,,,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:27:36,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:28:08,,,,,,,,4.74,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:28:16,,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,
2022-05-19 01:29:18,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,
2022-05-19 01:29:21,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,,,
2022-05-19 01:33:16,,,,,,,,,,,,,,,,,,4.70,,,,,,,,,,,,
2022-05-19 01:33:36,,,,,,,,,,,,,,,,,,,,,,,3.93,,,,,,,
2022-05-19 01:36:13,,,,,,,,,,,,,,,,,,,,,4.88,,,,,,,,,
2022-05-19 01:36:43,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,,,,
2022-05-19 01:36:51,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:37:35,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:37:52,,,,,,,,,,,,,,,,,,,,,,5.14,,,,,,,,
2022-05-19 01:38:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,4.95
2022-05-19 01:38:55,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:39:18,,,,,,,,,,,,,,,,,4.82,,,,,,,,,,,,,
2022-05-19 01:39:37,,,,,,,,,,,,,,5.06,,,,,,,,,,,,,,,,
2022-05-19 01:40:14,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:41:34,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,,
2022-05-19 01:41:47,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,,,
2022-05-19 01:42:28,,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:43:05,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,
2022-05-19 01:43:17,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:43:23,,,,,,,,,,,,,,,,,,,5.22,,,,,,,,,,,
2022-05-19 01:45:16,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:45:40,,,,,,,,,,,,,,,4.40,,,,,,,,,,,,,,,
2022-05-19 01:47:29,,,,,,,4.67,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:47:36,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:48:06,,,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,
2022-05-19 01:48:08,,,,,,,,4.72,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:48:16,,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,
2022-05-19 01:49:18,,,,,,,,,,,,,,,,,,,,4.24,,,,,,,,,,
2022-05-19 01:49:21,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,,,
2022-05-19 01:53:16,,,,,,,,,,,,,,,,,,4.68,,,,,,,,,,,,
2022-05-19 01:53:36,,,,,,,,,,,,,,,,,,,,,,,3.91,,,,,,,
2022-05-19 01:54:04,,,,,,,,,,,,,,,,,,,,,,,,,4.65,,,,,
2022-05-19 01:56:13,,,,,,,,,,,,,,,,,,,,,4.85,,,,,,,,,
2022-05-19 01:56:43,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,,,,
2022-05-19 01:56:51,,,,,,,,,,4.48,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:57:34,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:57:51,,,,,,,,,,,,,,,,,,,,,,5.13,,,,,,,,
2022-05-19 01:58:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,4.96
2022-05-19 01:58:55,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 01:59:18,,,,,,,,,,,,,,,,,4.80,,,,,,,,,,,,,
2022-05-19 01:59:37,,,,,,,,,,,,,,5.06,,,,,,,,,,,,,,,,
2022-05-19 02:00:14,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,

