"Time","LSE-01","LSE-02","LSE-03","LSE-04","LSE-05","LSE-06","LSE-07","LSE-08","LSE-09","LSE-10","LSE-11","LSE-12","LSE-13","LSE-14","LSE-15","LSE-16","LSE-17","LSE-18","LSE-19","LSE-20","LSE-21","LSE-22","LSE-23","LSE-24","LSE-25","LSE-26","LSE-27","LSE-28","LSE-29","LSE-30"
2022-05-24 15:05:37,,,,,,,,,,,,,,,3.14,,,,,,,,,,,,,,,
2022-05-24 15:07:19,,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:07:28,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:07:52,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,
2022-05-24 15:07:59,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:08:10,,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,,
2022-05-24 15:09:05,,,,,,,,,,,,,,,,,,,,3.84,,,,,,,,,,
2022-05-24 15:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,,,
2022-05-24 15:13:13,,,,,,,,,,,,,,,,,,3.66,,,,,,,,,,,,
2022-05-24 15:13:33,,,,,,,,,,,,,,,,,,,,,,,3.35,,,,,,,
2022-05-24 15:13:52,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,,,,
2022-05-24 15:16:05,,,,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,
2022-05-24 15:16:31,,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,,,
2022-05-24 15:16:39,,,,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:17:27,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:17:45,,,,,,,,,,,,,,,,,,,,,,4.40,,,,,,,,
2022-05-24 15:18:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,4.03
2022-05-24 15:18:42,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:19:27,,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,
2022-05-24 15:19:31,,,,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,
2022-05-24 15:19:58,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:21:17,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,,,,
2022-05-24 15:21:34,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,
2022-05-24 15:21:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,
2022-05-24 15:22:32,,,,,,,,,3.45,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:22:58,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,
2022-05-24 15:23:03,,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:23:14,,,,,,,,,,,,,,,,,,,3.42,,,,,,,,,,,
2022-05-24 15:25:01,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:25:37,,,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,
2022-05-24 15:27:19,,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:27:28,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24 15:27:52,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,
