"Time","LSE-01","LSE-02","LSE-03","LSE-04","LSE-05","LSE-06","LSE-07","LSE-08","LSE-09","LSE-10","LSE-11","LSE-12","LSE-13","LSE-14","LSE-15","LSE-16","LSE-17","LSE-18","LSE-19","LSE-20","LSE-21","LSE-22","LSE-23","LSE-24","LSE-25","LSE-26","LSE-27","LSE-28","LSE-29","LSE-30"
2022-05-19 07:42:28,,,,,,,,,5.24,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:43:04,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,
2022-05-19 07:43:17,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:43:23,,,,,,,,,,,,,,,,,,,4.45,,,,,,,,,,,
2022-05-19 07:45:15,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:45:40,,,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,
2022-05-19 07:47:29,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:47:36,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:48:06,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,
2022-05-19 07:48:08,,,,,,,,4.54,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:48:16,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,
2022-05-19 07:49:18,,,,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,
2022-05-19 07:49:21,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,,,
2022-05-19 07:53:15,,,,,,,,,,,,,,,,,,5.33,,,,,,,,,,,,
2022-05-19 07:53:36,,,,,,,,,,,,,,,,,,,,,,,3.80,,,,,,,
2022-05-19 07:54:03,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,
2022-05-19 07:56:12,,,,,,,,,,,,,,,,,,,,,4.82,,,,,,,,,
2022-05-19 07:56:42,,,,,,,,,,,,,,,,,,,,,,,,4.15,,,,,,
2022-05-19 07:56:50,,,,,,,,,,3.61,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:57:34,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:57:52,,,,,,,,,,,,,,,,,,,,,,4.86,,,,,,,,
2022-05-19 07:58:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,4.39
2022-05-19 07:58:55,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 07:59:18,,,,,,,,,,,,,,,,,4.50,,,,,,,,,,,,,
2022-05-19 07:59:37,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,
2022-05-19 08:00:13,,,,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 08:01:33,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,,
2022-05-19 08:01:46,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,
2022-05-19 08:01:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,,
2022-05-19 08:02:28,,,,,,,,,5.26,,,,,,,,,,,,,,,,,,,,,
2022-05-19 08:03:04,,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,
2022-05-19 08:03:17,,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 08:03:22,,,,,,,,,,,,,,,,,,,4.46,,,,,,,,,,,
2022-05-19 08:05:15,,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 08:05:40,,,,,,,,,,,,,,,3.13,,,,,,,,,,,,,,,
2022-05-19 08:07:29,,,,,,,4.79,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 08:07:36,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 08:08:06,,,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,
2022-05-19 08:08:08,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,
2022-05-19 08:08:16,,,,,,,,,,,,,4.26,,,,,,,,,,,,,,,,,
2022-05-19 08:09:18,,,,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,
2022-05-19 08:09:21,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,,,

