"Time","LSE-01","LSE-02","LSE-03","LSE-04","LSE-05","LSE-06","LSE-07","LSE-08","LSE-09","LSE-10","LSE-11","LSE-12","LSE-13","LSE-14","LSE-15","LSE-16","LSE-17","LSE-18","LSE-19","LSE-20","LSE-21","LSE-22","LSE-23","LSE-24","LSE-25","LSE-26","LSE-27","LSE-28","LSE-29","LSE-30"
2022-05-15 02:56:19,,,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,
2022-05-15 02:56:51,,,,,,,,,,,,,,,,,,,,,,,,4.15,,,,,,
2022-05-15 02:56:59,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,
2022-05-15 02:57:40,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 02:57:57,,,,,,,,,,,,,,,,,,,,,,4.62,,,,,,,,
2022-05-15 02:58:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.06
2022-05-15 02:59:03,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 02:59:11,,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,
2022-05-15 02:59:41,,,,,,,,,,,,,,4.86,,,,,,,,,,,,,,,,
2022-05-15 03:00:25,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:01:46,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,,,
2022-05-15 03:01:56,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,
2022-05-15 03:02:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,,
2022-05-15 03:02:25,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:03:09,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,
2022-05-15 03:03:26,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:03:36,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,
2022-05-15 03:05:26,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:05:42,,,,,,,,,,,,,,,2.40,,,,,,,,,,,,,,,
2022-05-15 03:07:36,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:07:42,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:08:15,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:08:16,,,,,,,,,,,,,,,,3.66,,,,,,,,,,,,,,
2022-05-15 03:08:19,,,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,
2022-05-15 03:09:28,,,,,,,,,,,,,,,,,,,,5.03,,,,,,,4.58,,,
2022-05-15 03:13:17,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,
2022-05-15 03:13:38,,,,,,,,,,,,,,,,,,,,,,,3.42,,,,,,,
2022-05-15 03:14:13,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,
2022-05-15 03:16:19,,,,,,,,,,,,,,,,,,,,,2.10,,,,,,,,,
2022-05-15 03:16:51,,,,,,,,,,,,,,,,,,,,,,,,4.14,,,,,,
2022-05-15 03:16:59,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:17:40,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:17:56,,,,,,,,,,,,,,,,,,,,,,4.61,,,,,,,,
2022-05-15 03:18:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.06
2022-05-15 03:19:04,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:19:11,,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,
2022-05-15 03:19:41,,,,,,,,,,,,,,4.85,,,,,,,,,,,,,,,,
2022-05-15 03:21:46,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,,
2022-05-15 03:21:56,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,
2022-05-15 03:22:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,,
2022-05-15 03:22:25,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:23:09,,,,,,,,,,,,2.60,,,,,,,,,,,,,,,,,,
2022-05-15 03:23:26,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:23:29,,,,,,,,,,,,,,,,,,,4.37,,,,,,,,,,,
2022-05-15 03:25:25,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:25:42,,,,,,,,,,,,,,,2.40,,,,,,,,,,,,,,,
2022-05-15 03:27:36,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:27:43,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:28:15,,,,,,,,2.96,,,,,,,,3.65,,,,,,,,,,,,,,
2022-05-15 03:28:19,,,,,,,,,,,,,3.66,,,,,,,,,,,,,,,,,
2022-05-15 03:29:27,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,,,
2022-05-15 03:29:28,,,,,,,,,,,,,,,,,,,,5.03,,,,,,,,,,
2022-05-15 03:33:17,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,
2022-05-15 03:33:39,,,,,,,,,,,,,,,,,,,,,,,3.41,,,,,,,
2022-05-15 03:34:12,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,
2022-05-15 03:36:19,,,,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,
2022-05-15 03:36:50,,,,,,,,,,,,,,,,,,,,,,,,4.14,,,,,,
2022-05-15 03:36:59,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:37:40,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:37:57,,,,,,,,,,,,,,,,,,,,,,4.60,,,,,,,,
2022-05-15 03:38:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.06
2022-05-15 03:39:04,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:39:11,,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,
2022-05-15 03:39:41,,,,,,,,,,,,,,4.83,,,,,,,,,,,,,,,,
2022-05-15 03:40:25,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:41:46,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,,,,
2022-05-15 03:41:56,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,
2022-05-15 03:42:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,,
2022-05-15 03:42:25,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:43:09,,,,,,,,,,,,2.60,,,,,,,,,,,,,,,,,,
2022-05-15 03:43:27,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:43:29,,,,,,,,,,,,,,,,,,,4.36,,,,,,,,,,,
2022-05-15 03:45:25,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:45:42,,,,,,,,,,,,,,,2.40,,,,,,,,,,,,,,,
2022-05-15 03:47:36,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:47:42,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:48:15,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,
2022-05-15 03:48:16,,,,,,,,,,,,,,,,3.64,,,,,,,,,,,,,,
2022-05-15 03:48:19,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,,
2022-05-15 03:49:28,,,,,,,,,,,,,,,,,,,,5.03,,,,,,,4.56,,,
2022-05-15 03:53:17,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,
2022-05-15 03:53:38,,,,,,,,,,,,,,,,,,,,,,,3.42,,,,,,,
2022-05-15 03:54:12,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,
