"Time","LSE-01","LSE-02","LSE-03","LSE-04","LSE-05","LSE-06","LSE-07","LSE-08","LSE-09","LSE-10","LSE-11","LSE-12","LSE-13","LSE-14","LSE-15","LSE-16","LSE-17","LSE-18","LSE-19","LSE-20","LSE-21","LSE-22","LSE-23","LSE-24","LSE-25","LSE-26","LSE-27","LSE-28","LSE-29","LSE-30"
2022-05-20 05:05:40,,,,,,,,,,,,,,,3.36,,,,,,,,,,,,,,,
2022-05-20 05:07:27,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:07:35,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:08:04,,,,,,,,,,,,,,,,4.03,,,,,,,,,,,,,,
2022-05-20 05:08:06,,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:08:15,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,
2022-05-20 05:09:16,,,,,,,,,,,,,,,,,,,,4.61,,,,,,,,,,
2022-05-20 05:09:19,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,,,
2022-05-20 05:13:15,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,
2022-05-20 05:13:36,,,,,,,,,,,,,,,,,,,,,,,4.29,,,,,,,
2022-05-20 05:14:02,,,,,,,,,,,,,,,,,,,,,,,,,3.62,,,,,
2022-05-20 05:16:12,,,,,,,,,,,,,,,,,,,,,4.27,,,,,,,,,
2022-05-20 05:16:41,,,,,,,,,,,,,,,,,,,,,,,,4.73,,,,,,
2022-05-20 05:16:49,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:17:33,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:17:51,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,,,,
2022-05-20 05:18:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,4.36
2022-05-20 05:18:53,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:19:20,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,
2022-05-20 05:19:36,,,,,,,,,,,,,,3.76,,,,,,,,,,,,,,,,
2022-05-20 05:20:11,,,,,4.46,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:21:31,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,,,,
2022-05-20 05:21:44,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,
2022-05-20 05:21:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,
2022-05-20 05:22:29,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:23:03,,,,,,,,,,,,3.53,,,,,,,,,,,,,,,,,,
2022-05-20 05:23:15,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:23:21,,,,,,,,,,,,,,,,,,,3.07,,,,,,,,,,,
2022-05-20 05:25:13,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:25:40,,,,,,,,,,,,,,,3.36,,,,,,,,,,,,,,,
2022-05-20 05:27:27,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:27:35,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:28:03,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,
2022-05-20 05:28:06,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:28:14,,,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,
2022-05-20 05:29:16,,,,,,,,,,,,,,,,,,,,4.61,,,,,,,,,,
2022-05-20 05:29:19,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,
2022-05-20 05:33:15,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,
2022-05-20 05:33:36,,,,,,,,,,,,,,,,,,,,,,,4.29,,,,,,,
2022-05-20 05:34:02,,,,,,,,,,,,,,,,,,,,,,,,,3.61,,,,,
2022-05-20 05:36:12,,,,,,,,,,,,,,,,,,,,,4.27,,,,,,,,,
2022-05-20 05:36:41,,,,,,,,,,,,,,,,,,,,,,,,4.72,,,,,,
2022-05-20 05:36:49,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:37:33,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:37:51,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,,,,
2022-05-20 05:38:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,4.35
2022-05-20 05:38:52,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:39:19,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,
2022-05-20 05:40:11,,,,,4.45,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:41:31,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,,,,
2022-05-20 05:41:44,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,
2022-05-20 05:41:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,
2022-05-20 05:42:28,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:43:03,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,
2022-05-20 05:43:14,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:43:21,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,
2022-05-20 05:45:13,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:45:40,,,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,
2022-05-20 05:47:27,,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:47:35,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:48:03,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,
2022-05-20 05:48:06,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:48:14,,,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,
2022-05-20 05:49:16,,,,,,,,,,,,,,,,,,,,4.61,,,,,,,,,,
2022-05-20 05:49:19,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,
2022-05-20 05:53:15,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,
2022-05-20 05:53:35,,,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,
2022-05-20 05:54:02,,,,,,,,,,,,,,,,,,,,,,,,,3.61,,,,,
2022-05-20 05:56:12,,,,,,,,,,,,,,,,,,,,,4.27,,,,,,,,,
2022-05-20 05:56:41,,,,,,,,,,,,,,,,,,,,,,,,4.71,,,,,,
2022-05-20 05:56:49,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:57:33,,,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:57:50,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,,,,
2022-05-20 05:58:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4.34
2022-05-20 05:58:53,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 05:59:20,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,
2022-05-20 05:59:36,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,
2022-05-20 06:00:11,,,,,4.45,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:01:31,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,
2022-05-20 06:01:44,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,
2022-05-20 06:01:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,
2022-05-20 06:02:28,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:03:02,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,
2022-05-20 06:03:15,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:03:21,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,
2022-05-20 06:05:13,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:05:40,,,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,
2022-05-20 06:07:27,,,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:07:35,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:08:04,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
2022-05-20 06:08:06,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:08:14,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,
2022-05-20 06:09:19,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,
2022-05-20 06:13:15,,,,,,,,,,,,,,,,,,4.36,,,,,,,,,,,,
2022-05-20 06:13:36,,,,,,,,,,,,,,,,,,,,,,,4.27,,,,,,,
2022-05-20 06:14:02,,,,,,,,,,,,,,,,,,,,,,,,,3.60,,,,,
2022-05-20 06:16:11,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,
2022-05-20 06:16:41,,,,,,,,,,,,,,,,,,,,,,,,4.70,,,,,,
2022-05-20 06:16:49,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:17:33,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:17:51,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,,,,
2022-05-20 06:18:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4.34
2022-05-20 06:18:53,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:19:20,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,
2022-05-20 06:19:36,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,
2022-05-20 06:20:11,,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:21:31,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,,,,
2022-05-20 06:21:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,
2022-05-20 06:22:28,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:23:03,,,,,,,,,,,,3.51,,,,,,,,,,,,,,,,,,
2022-05-20 06:23:14,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:23:21,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,
2022-05-20 06:25:13,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:25:40,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,
2022-05-20 06:27:27,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:27:35,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:28:03,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
2022-05-20 06:28:06,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:28:15,,,,,,,,,,,,,4.20,,,,,,,,,,,,,,,,,
2022-05-20 06:29:16,,,,,,,,,,,,,,,,,,,,4.59,,,,,,,,,,
2022-05-20 06:29:19,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,
2022-05-20 06:33:15,,,,,,,,,,,,,,,,,,4.36,,,,,,,,,,,,
2022-05-20 06:33:36,,,,,,,,,,,,,,,,,,,,,,,4.27,,,,,,,
2022-05-20 06:34:01,,,,,,,,,,,,,,,,,,,,,,,,,3.60,,,,,
2022-05-20 06:36:12,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,
2022-05-20 06:36:40,,,,,,,,,,,,,,,,,,,,,,,,4.71,,,,,,
2022-05-20 06:36:48,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:37:32,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:37:51,,,,,,,,,,,,,,,,,,,,,,4.92,,,,,,,,
2022-05-20 06:38:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4.34
2022-05-20 06:38:53,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:39:20,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,
2022-05-20 06:39:36,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,
2022-05-20 06:40:11,,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:41:31,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,,,,
2022-05-20 06:41:44,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,
2022-05-20 06:41:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,
2022-05-20 06:42:29,,,,,,,,,4.20,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:43:03,,,,,,,,,,,,3.50,,,,,,,,,,,,,,,,,,
2022-05-20 06:43:14,,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:43:21,,,,,,,,,,,,,,,,,,,3.07,,,,,,,,,,,
2022-05-20 06:45:13,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:45:40,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,
2022-05-20 06:47:27,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:47:35,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:48:04,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,
2022-05-20 06:48:06,,,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:48:15,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,
2022-05-20 06:49:19,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,
2022-05-20 06:53:15,,,,,,,,,,,,,,,,,,4.36,,,,,,,,,,,,
2022-05-20 06:53:35,,,,,,,,,,,,,,,,,,,,,,,4.26,,,,,,,
2022-05-20 06:54:01,,,,,,,,,,,,,,,,,,,,,,,,,3.60,,,,,
2022-05-20 06:56:12,,,,,,,,,,,,,,,,,,,,,4.28,,,,,,,,,
2022-05-20 06:56:41,,,,,,,,,,,,,,,,,,,,,,,,4.70,,,,,,
2022-05-20 06:56:48,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:57:32,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:57:50,,,,,,,,,,,,,,,,,,,,,,4.93,,,,,,,,
2022-05-20 06:58:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,4.33
2022-05-20 06:58:53,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20 06:59:20,,,,,,,,,,,,,,,,,4.24,,,,,,,,,,,,,
2022-05-20 06:59:36,,,,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,
2022-05-20 07:00:10,,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,

